order_external_id,customer_code,order_date,line_no,sku,qty,unit_price_cents,currency
EXT-520354,CUST-20,2024-07-21,2,SKU-CUY,1,146529,ZAR
EXT-520354,CUST-20,2024-07-21,3,SKU-HUX,24,164582,ZAR
EXT-520277,CUST-12,2024-06-05,1,SKU-EUX,2,45482,ZAR
EXT-520277,CUST-12,2024-06-05,2,SKU-HUY,16,146344,ZAR
EXT-520277,CUST-12,2024-06-05,3,SKU-FIY,4,180736,ZAR
EXT-520382,CUST-09,2024-06-04,1,SKU-COX,3,188879,ZAR
EXT-520382,CUST-09,2024-06-04,2,SKU-BOZ,17,239413,ZAR
EXT-520382,CUST-09,2024-06-04,3,SKU-AIY,1,137184,ZAR
EXT-520063,CUST-14,2024-06-11,1,SKU-EOY,11,135078,ZAR
EXT-520063,CUST-14,2024-06-11,2,SKU-AEX,5,240860,ZAR
EXT-520063,CUST-14,2024-06-11,3,SKU-CUX,12,167702,ZAR
EXT-520067,CUST-06,2024-07-27,1,SKU-CEY,13,72670,ZAR
EXT-520111,CUST-03,2024-06-19,1,SKU-FEY,3,9273,ZAR
EXT-520111,CUST-03,2024-06-19,2,SKU-CUY,8,196379,ZAR
EXT-520111,CUST-03,2024-06-19,3,SKU-GIZ,11,160531,ZAR
EXT-520050,CUST-01,2024-07-13,1,SKU-CIZ,13,74568,ZAR
EXT-520050,CUST-01,2024-07-13,2,SKU-GOY,15,148018,ZAR
EXT-520224,CUST-16,2024-06-27,1,SKU-DIY,24,59091,ZAR
EXT-520224,CUST-16,2024-06-27,2,SKU-CUY,1,58037,ZAR
EXT-520224,CUST-16,2024-06-27,3,SKU-GOZ,8,92783,ZAR
EXT-520400,CUST-01,2024-06-12,1,SKU-DEX,8,153410,ZAR
EXT-520400,CUST-01,2024-06-12,2,SKU-GUX,13,164322,ZAR
EXT-520400,CUST-01,2024-06-12,3,SKU-EAX,20,176216,ZAR
EXT-520008,CUST-13,2024-07-21,1,SKU-AUY,23,13877,ZAR
EXT-520008,CUST-13,2024-07-21,2,SKU-BIX,5,125876,ZAR
EXT-520396,CUST-18,2024-07-16,1,SKU-FEZ,24,153544,ZAR
EXT-520396,CUST-18,2024-07-16,2,SKU-GUX,6,169055,ZAR
EXT-520396,CUST-18,2024-07-16,3,SKU-AUZ,14,58884,ZAR
EXT-520239,CUST-12,2024-07-11,1,SKU-AUZ,15,42719,ZAR
EXT-520239,CUST-12,2024-07-11,2,SKU-AEX,12,3583,ZAR
EXT-520239,CUST-12,2024-07-11,3,SKU-DAZ,19,194714,ZAR
EXT-520339,CUST-11,2024-07-08,1,SKU-CEY,19,218064,ZAR
EXT-520148,CUST-10,2024-06-19,1,SKU-DOX,16,68960,ZAR
EXT-520148,CUST-10,2024-06-19,2,SKU-CIX,23,195426,ZAR
EXT-520148,CUST-10,2024-06-19,3,SKU-CIX,5,109925,ZAR
EXT-520159,CUST-16,2024-06-20,1,SKU-DUX,13,115512,ZAR
EXT-520218,CUST-06,2024-06-07,1,SKU-AUX,21,239067,ZAR
EXT-3027,CUST-09,2024-06-22,1,SKU-BAZ,16,65734,ZAR
EXT-3027,CUST-09,2024-06-22,2,SKU-EEX,19,75451,ZAR
EXT-3027,CUST-09,2024-06-22,3,SKU-FAX,4,41826,ZAR
EXT-3027,CUST-09,2024-06-22,4,SKU-BOX,21,3986,ZAR
EXT-520077,CUST-13,2024-07-04,1,SKU-AEX,15,86874,ZAR
EXT-520077,CUST-13,2024-07-04,2,SKU-HIY,8,132755,ZAR
EXT-520077,CUST-13,2024-07-04,3,SKU-EOY,23,233880,ZAR
EXT-520319,CUST-03,2024-06-14,1,SKU-DOY,22,91504,ZAR
EXT-520319,CUST-03,2024-06-14,2,SKU-AIX,15,302,ZAR
EXT-520028,CUST-04,2024-06-27,1,SKU-DAX,12,92886,ZAR
EXT-520028,CUST-04,2024-06-27,2,SKU-CIX,13,231641,ZAR
EXT-520028,CUST-04,2024-06-27,3,SKU-FIY,7,228838,ZAR
EXT-9205,CUST-11,2024-07-12,1,SKU-QBE,2,1000,EUR
EXT-520189,CUST-19,2024-07-06,1,SKU-DAZ,4,74054,ZAR
EXT-520187,CUST-18,2024-06-12,1,SKU-BOX,25,148914,ZAR
EXT-520187,CUST-18,2024-06-12,2,SKU-FEY,8,71277,ZAR
EXT-520364,CUST-17,2024-07-14,1,SKU-HEZ,24,11665,ZAR
EXT-520364,CUST-17,2024-07-14,2,SKU-GAZ,5,243786,ZAR
EXT-520364,CUST-17,2024-07-14,3,SKU-AOZ,13,181803,ZAR
EXT-520055,CUST-11,2024-07-11,1,SKU-FEZ,24,28911,ZAR
EXT-520098,CUST-01,2024-06-10,1,SKU-EUY,23,102078,ZAR
EXT-520098,CUST-01,2024-06-10,2,SKU-GIZ,1,118016,ZAR
EXT-520049,CUST-15,2024-06-25,1,SKU-DUX,17,125934,ZAR
EXT-520311,CUST-02,2024-06-18,1,SKU-EIZ,23,191610,ZAR
EXT-520311,CUST-02,2024-06-18,2,SKU-FIY,1,2153,ZAR
EXT-9202,CUST-11,2024-07-12,1,SKU-QBB,2,9.50,ZAR
EXT-520136,CUST-17,2024-06-26,1,SKU-GEZ,3,242746,ZAR
EXT-520406,CUST-17,2024-07-04,1,SKU-FOY,18,193436,ZAR
EXT-520406,CUST-17,2024-07-04,2,SKU-HAX,11,112333,ZAR
EXT-520406,CUST-17,2024-07-04,3,SKU-AOX,23,232719,ZAR
EXT-520099,CUST-03,2024-06-25,1,SKU-DAY,18,210345,ZAR
EXT-520099,CUST-03,2024-06-25,2,SKU-FUY,1,110749,ZAR
EXT-520297,CUST-05,2024-06-27,1,SKU-EUX,25,192110,ZAR
EXT-520297,CUST-05,2024-06-27,2,SKU-HIX,19,59391,ZAR
EXT-520223,CUST-01,2024-06-03,1,SKU-AOY,6,208111,ZAR
EXT-520223,CUST-01,2024-06-03,2,SKU-CIY,10,230335,ZAR
EXT-520223,CUST-01,2024-06-03,3,SKU-AAZ,15,87541,ZAR
EXT-520262,CUST-14,2024-06-06,1,SKU-HEY,2,207951,ZAR
EXT-520141,CUST-02,2024-06-11,1,SKU-DEZ,14,23551,ZAR
EXT-520144,CUST-19,2024-06-23,1,SKU-DEX,10,93300,ZAR
EXT-520426,CUST-11,2024-07-25,1,SKU-FUX,21,214795,ZAR
EXT-520426,CUST-11,2024-07-25,2,SKU-EIX,19,28408,ZAR
EXT-520071,CUST-17,2024-06-01,1,SKU-AAY,12,196977,ZAR
EXT-520071,CUST-17,2024-06-01,2,SKU-AIY,2,196678,ZAR
EXT-520071,CUST-17,2024-06-01,3,SKU-EIX,4,39000,ZAR
EXT-520346,CUST-04,2024-06-07,1,SKU-EUX,1,215800,ZAR
EXT-520346,CUST-04,2024-06-07,2,SKU-GEX,15,42166,ZAR
EXT-520153,CUST-11,2024-06-03,1,SKU-FIY,23,192526,ZAR
EXT-520431,CUST-02,2024-07-17,1,SKU-AAX,1,198200,ZAR
EXT-520358,CUST-06,2024-06-11,1,SKU-FUX,5,173159,ZAR
EXT-520164,CUST-08,2024-06-26,1,SKU-HEY,14,126437,ZAR
EXT-520164,CUST-08,2024-06-26,2,SKU-HAY,23,96776,ZAR
EXT-1003,CUST-03,2024-07-05,1,SKU-DDD,1,16000,ZAR
EXT-520186,CUST-15,2024-07-27,1,SKU-EIX,13,222157,ZAR
EXT-520186,CUST-15,2024-07-27,2,SKU-EIY,12,14758,ZAR
EXT-520186,CUST-15,2024-07-27,3,SKU-BIY,14,238083,ZAR
EXT-520105,CUST-06,2024-06-08,1,SKU-AAX,14,10865,ZAR
EXT-520105,CUST-06,2024-06-08,2,SKU-EUY,23,249637,ZAR
EXT-520042,CUST-19,2024-06-18,1,SKU-DEX,5,236349,ZAR
EXT-520042,CUST-19,2024-06-18,2,SKU-AUX,15,208424,ZAR
EXT-520042,CUST-19,2024-06-18,3,SKU-AUX,2,45395,ZAR
EXT-520365,CUST-05,2024-06-16,1,SKU-HUY,11,87126,ZAR
EXT-520365,CUST-05,2024-06-16,2,SKU-FAZ,25,156719,ZAR
EXT-520017,CUST-14,2024-06-05,1,SKU-EOY,16,32743,ZAR
EXT-520056,CUST-09,2024-07-19,1,SKU-FIY,22,35833,ZAR
EXT-520056,CUST-09,2024-07-19,2,SKU-BEZ,22,132593,ZAR
EXT-520166,CUST-10,2024-06-05,1,SKU-EAX,3,163439,ZAR
EXT-520166,CUST-10,2024-06-05,2,SKU-HAX,2,176957,ZAR
EXT-520219,CUST-10,2024-06-18,1,SKU-COY,4,220879,ZAR
EXT-520219,CUST-10,2024-06-18,2,SKU-EUZ,20,238107,ZAR
EXT-520376,CUST-16,2024-07-07,1,SKU-HAX,2,204488,ZAR
EXT-520300,CUST-18,2024-07-05,1,SKU-COZ,24,118262,ZAR
EXT-520195,CUST-09,2024-06-16,1,SKU-DIX,23,121415,ZAR
EXT-520242,CUST-16,2024-07-11,1,SKU-CEY,22,10640,ZAR
EXT-520109,CUST-16,2024-06-10,1,SKU-FUZ,5,132309,ZAR
EXT-520296,CUST-20,2024-06-12,1,SKU-BEY,21,236863,ZAR
EXT-520296,CUST-20,2024-06-12,2,SKU-COX,2,233512,ZAR
EXT-520296,CUST-20,2024-06-12,3,SKU-BAX,19,11065,ZAR
EXT-520386,CUST-13,2024-07-07,1,SKU-HEY,25,61134,ZAR
EXT-520023,CUST-17,2024-07-22,1,SKU-EAY,20,209771,ZAR
EXT-520023,CUST-17,2024-07-22,2,SKU-EEZ,14,131617,ZAR
EXT-1005,CUST-05,2024-07-07,1,SKU-HHH,1,2000,ZAR
EXT-1005,CUST-05,2024-07-07,2,SKU-III,2,3000,ZAR
EXT-520143,CUST-18,2024-07-21,1,SKU-EOX,8,237083,ZAR
EXT-520107,CUST-13,2024-06-12,1,SKU-BEZ,25,51695,ZAR
EXT-520107,CUST-13,2024-06-12,2,SKU-GIX,19,87265,ZAR
EXT-520107,CUST-13,2024-06-12,3,SKU-CAZ,8,122004,ZAR
EXT-520171,CUST-07,2024-06-16,1,SKU-AOY,13,161259,ZAR
EXT-520171,CUST-07,2024-06-16,2,SKU-GEY,11,43707,ZAR
EXT-520171,CUST-07,2024-06-16,3,SKU-CEX,1,158532,ZAR
EXT-520305,CUST-10,2024-07-01,1,SKU-BOZ,4,70091,ZAR
EXT-520181,CUST-02,2024-06-15,1,SKU-EAY,21,149581,ZAR
EXT-520181,CUST-02,2024-06-15,2,SKU-AAY,14,73125,ZAR
EXT-520309,CUST-11,2024-07-23,1,SKU-CIZ,22,158000,ZAR
EXT-520149,CUST-04,2024-07-04,1,SKU-BUZ,16,122481,ZAR
EXT-520423,CUST-02,2024-06-22,1,SKU-EEX,7,52775,ZAR
EXT-520237,CUST-13,2024-06-09,1,SKU-GOX,19,192558,ZAR
EXT-520301,CUST-18,2024-06-27,1,SKU-EUX,18,155780,ZAR
EXT-520301,CUST-18,2024-06-27,2,SKU-BOZ,19,14401,ZAR
EXT-520433,CUST-13,2024-07-08,1,SKU-EUZ,5,245694,ZAR
EXT-520433,CUST-13,2024-07-08,2,SKU-CIY,19,202568,ZAR
EXT-520250,CUST-04,2024-06-03,1,SKU-EAX,18,80858,ZAR
EXT-520250,CUST-04,2024-06-03,2,SKU-FEY,1,232003,ZAR
EXT-520250,CUST-04,2024-06-03,3,SKU-GAX,17,119564,ZAR
EXT-520373,CUST-10,2024-06-04,1,SKU-DAX,1,53530,ZAR
EXT-3043,CUST-20,2024-07-12,1,SKU-FIZ,2,46943,ZAR
EXT-3043,CUST-20,2024-07-12,2,SKU-FUY,13,114637,ZAR
EXT-520158,CUST-19,2024-06-28,1,SKU-HEY,23,192018,ZAR
EXT-520158,CUST-19,2024-06-28,2,SKU-BAY,2,224801,ZAR
EXT-520158,CUST-19,2024-06-28,3,SKU-HAX,5,179556,ZAR
EXT-520312,CUST-13,2024-06-22,1,SKU-BUY,12,80557,ZAR
EXT-520312,CUST-13,2024-06-22,2,SKU-CAZ,17,117677,ZAR
EXT-520121,CUST-17,2024-06-26,1,SKU-HOX,6,22492,ZAR
EXT-520121,CUST-17,2024-06-26,2,SKU-HAY,22,87720,ZAR
EXT-520211,CUST-01,2024-07-17,1,SKU-HOX,3,209740,ZAR
EXT-520211,CUST-01,2024-07-17,2,SKU-GEY,10,152955,ZAR
EXT-520211,CUST-01,2024-07-17,3,SKU-FOX,5,23656,ZAR
EXT-9211,CUST-11,2024-07-12,1,SKU-QBK,2
EXT-520220,CUST-19,2024-07-27,1,SKU-CIY,8,208967,ZAR
EXT-520220,CUST-19,2024-07-27,2,SKU-BEY,16,142008,ZAR
EXT-520220,CUST-19,2024-07-27,3,SKU-DUX,20,33513,ZAR
EXT-3037,CUST-14,2024-07-28,1,SKU-DIY,35,109074,ZAR
EXT-520260,CUST-17,2024-06-14,1,SKU-CEY,3,233180,ZAR
EXT-520260,CUST-17,2024-06-14,2,SKU-AAX,25,198896,ZAR
EXT-520260,CUST-17,2024-06-14,3,SKU-AOX,19,148391,ZAR
EXT-520072,CUST-10,2024-06-04,1,SKU-BAX,2,195242,ZAR
EXT-520389,CUST-02,2024-06-17,1,SKU-GEX,9,132200,ZAR
EXT-520389,CUST-02,2024-06-17,2,SKU-FIY,25,201487,ZAR
EXT-520117,CUST-08,2024-07-06,1,SKU-BEY,3,123697,ZAR
EXT-520117,CUST-08,2024-07-06,2,SKU-EIY,8,144797,ZAR
EXT-520117,CUST-08,2024-07-06,3,SKU-HAZ,7,83023,ZAR
EXT-520335,CUST-20,2024-06-11,1,SKU-GAZ,21,131468,ZAR
EXT-520335,CUST-20,2024-06-11,2,SKU-AIX,15,176624,ZAR
EXT-520335,CUST-20,2024-06-11,3,SKU-FOX,9,161610,ZAR
EXT-520356,CUST-12,2024-07-27,1,SKU-AEX,1,176306,ZAR
EXT-520356,CUST-12,2024-07-27,2,SKU-CAZ,4,177166,ZAR
EXT-520087,CUST-16,2024-06-04,1,SKU-EAY,9,212123,ZAR
EXT-520087,CUST-16,2024-06-04,2,SKU-COX,5,153697,ZAR
EXT-520087,CUST-16,2024-06-04,3,SKU-FIY,15,204225,ZAR
EXT-520372,CUST-04,2024-06-04,1,SKU-AUY,6,185107,ZAR
EXT-520372,CUST-04,2024-06-04,2,SKU-EIY,15,81455,ZAR
EXT-3044,CUST-04,2024-06-01,1,SKU-FOX,31,82174,ZAR
EXT-520245,CUST-08,2024-07-16,1,SKU-GAY,6,144217,ZAR
EXT-520245,CUST-08,2024-07-16,2,SKU-GEX,14,64522,ZAR
EXT-520245,CUST-08,2024-07-16,3,SKU-GOX,7,20247,ZAR
EXT-520062,CUST-09,2024-07-25,1,SKU-DEZ,15,124829,ZAR
EXT-520062,CUST-09,2024-07-25,2,SKU-EEZ,5,8798,ZAR
EXT-520062,CUST-09,2024-07-25,3,SKU-DIX,24,49922,ZAR
EXT-1011,CUST-08,2024-07-10,1,SKU-MMM,1,500,ZAR
EXT-520206,CUST-03,2024-07-13,1,SKU-HOX,18,108703,ZAR
EXT-520140,CUST-15,2024-06-01,1,SKU-DAZ,8,71254,ZAR
EXT-520320,CUST-18,2024-07-11,1,SKU-BOZ,14,78291,ZAR
EXT-520320,CUST-18,2024-07-11,2,SKU-CUZ,1,102666,ZAR
EXT-520320,CUST-18,2024-07-11,3,SKU-AAY,23,64616,ZAR
EXT-520334,CUST-04,2024-07-05,1,SKU-HEY,7,60322,ZAR
EXT-520334,CUST-04,2024-07-05,2,SKU-CUX,7,101992,ZAR
EXT-520034,CUST-05,2024-06-19,1,SKU-GUY,3,127919,ZAR
EXT-520236,CUST-07,2024-06-04,1,SKU-EOX,22,214484,ZAR
EXT-520236,CUST-07,2024-06-04,2,SKU-FOZ,23,161640,ZAR
EXT-520236,CUST-07,2024-06-04,3,SKU-AUZ,9,26074,ZAR
EXT-520147,CUST-20,2024-06-16,1,SKU-HIZ,18,29996,ZAR
EXT-520380,CUST-06,2024-07-17,1,SKU-AIY,10,144296,ZAR
EXT-520380,CUST-06,2024-07-17,2,SKU-HOX,15,13010,ZAR
EXT-520385,CUST-05,2024-07-28,1,SKU-EEY,16,62960,ZAR
EXT-520385,CUST-05,2024-07-28,2,SKU-GUY,23,88528,ZAR
EXT-520385,CUST-05,2024-07-28,3,SKU-EOZ,21,185114,ZAR
EXT-520291,CUST-06,2024-07-16,1,SKU-CIZ,21,186272,ZAR
EXT-520291,CUST-06,2024-07-16,2,SKU-BOZ,21,146105,ZAR
EXT-520122,CUST-05,2024-06-12,1,SKU-AOX,16,217295,ZAR
EXT-520122,CUST-05,2024-06-12,2,SKU-AEX,19,177557,ZAR
EXT-520122,CUST-05,2024-06-12,3,SKU-GOZ,24,145488,ZAR
EXT-520429,CUST-17,2024-07-02,1,SKU-AEY,4,181232,ZAR
EXT-520302,CUST-05,2024-06-08,1,SKU-DAZ,5,14570,ZAR
EXT-520302,CUST-05,2024-06-08,2,SKU-HEY,2,124607,ZAR
EXT-520302,CUST-05,2024-06-08,3,SKU-HOX,11,193509,ZAR
EXT-520279,CUST-01,2024-06-22,1,SKU-BEY,17,228289,ZAR
EXT-520082,CUST-04,2024-07-26,1,SKU-EAY,9,122860,ZAR
EXT-520082,CUST-04,2024-07-26,2,SKU-DOX,13,69978,ZAR
EXT-520082,CUST-04,2024-07-26,3,SKU-HOZ,2,41568,ZAR
EXT-520333,CUST-16,2024-07-04,1,SKU-AEY,16,131521,ZAR
EXT-520333,CUST-16,2024-07-04,2,SKU-COX,11,215778,ZAR
EXT-520021,CUST-15,2024-07-15,1,SKU-BIY,23,231470,ZAR
EXT-520416,CUST-06,2024-07-15,1,SKU-BAX,20,183555,ZAR
EXT-520416,CUST-06,2024-07-15,2,SKU-EIX,17,64328,ZAR
EXT-520416,CUST-06,2024-07-15,3,SKU-GEZ,25,89903,ZAR
EXT-3057,CUST-02,2024-07-12,1,SKU-FUZ,8,176361,ZAR
EXT-3057,CUST-02,2024-07-12,2,SKU-BUZ,25,108236,ZAR
EXT-520057,CUST-09,2024-07-28,1,SKU-HAX,23,165287,ZAR
EXT-520057,CUST-09,2024-07-28,2,SKU-FIZ,18,224644,ZAR
EXT-520057,CUST-09,2024-07-28,3,SKU-GOX,8,114936,ZAR
EXT-520044,CUST-19,2024-07-13,1,SKU-GUX,18,172285,ZAR
EXT-520045,CUST-11,2024-06-10,1,SKU-AIY,14,45009,ZAR
EXT-520045,CUST-11,2024-06-10,2,SKU-EEY,8,163854,ZAR
EXT-520045,CUST-11,2024-06-10,3,SKU-EUX,14,235666,ZAR
EXT-520275,CUST-20,2024-07-24,1,SKU-HOX,18,11586,ZAR
EXT-520304,CUST-01,2024-07-19,1,SKU-DUY,10,31866,ZAR
EXT-520304,CUST-01,2024-07-19,2,SKU-DUX,25,57174,ZAR
EXT-520253,CUST-17,2024-07-02,1,SKU-EUY,16,236095,ZAR
EXT-520253,CUST-17,2024-07-02,2,SKU-FIZ,8,68680,ZAR
EXT-520253,CUST-17,2024-07-02,3,SKU-EAZ,14,53527,ZAR
EXT-520150,CUST-03,2024-07-17,1,SKU-HAX,11,220356,ZAR
EXT-520150,CUST-03,2024-07-17,2,SKU-HOZ,19,63281,ZAR
EXT-520150,CUST-03,2024-07-17,3,SKU-BOY,24,82473,ZAR
EXT-3041,CUST-03,2024-06-18,1,SKU-FEX,20,115973,ZAR
EXT-3020,CUST-02,2024-07-19,1,SKU-AIY,25,97284,ZAR
EXT-3020,CUST-02,2024-07-19,2,SKU-FUZ,2,217922,ZAR
EXT-520128,CUST-11,2024-06-13,1,SKU-EEX,8,42288,ZAR
EXT-520010,CUST-04,2024-06-16,1,SKU-BUX,17,97835,ZAR
EXT-520010,CUST-04,2024-06-16,2,SKU-HIZ,1,186961,ZAR
EXT-1004,CUST-04,2024-07-06,1,SKU-EEE,2,500,ZAR
EXT-1004,CUST-04,2024-07-06,2,SKU-FFF,1,999,ZAR
EXT-1004,CUST-04,2024-07-06,3,SKU-GGG,4,250,ZAR
EXT-520018,CUST-16,2024-06-19,1,SKU-DUX,20,236601,ZAR
EXT-520018,CUST-16,2024-06-19,2,SKU-EUZ,2,120081,ZAR
EXT-520018,CUST-16,2024-06-19,3,SKU-EIX,5,196654,ZAR
EXT-520169,CUST-11,2024-07-28,1,SKU-AUZ,16,238879,ZAR
EXT-520169,CUST-11,2024-07-28,2,SKU-HOY,4,248324,ZAR
EXT-520091,CUST-15,2024-07-05,1,SKU-BIZ,7,26815,ZAR
EXT-520191,CUST-07,2024-07-03,1,SKU-AIX,24,156265,ZAR
EXT-520191,CUST-07,2024-07-03,2,SKU-BIZ,12,175686,ZAR
EXT-520170,CUST-12,2024-07-24,1,SKU-FOX,3,18241,ZAR
EXT-520170,CUST-12,2024-07-24,2,SKU-DOX,21,104296,ZAR
EXT-520170,CUST-12,2024-07-24,3,SKU-AIZ,20,9030,ZAR
EXT-9207,CUST-11,2024-07-12,1,SKU-QBG,0,1000,ZAR
EXT-520378,CUST-14,2024-06-01,1,SKU-AAY,5,91105,ZAR
EXT-520378,CUST-14,2024-06-01,2,SKU-CEY,20,217336,ZAR
EXT-520070,CUST-18,2024-07-20,1,SKU-BOX,19,187594,ZAR
EXT-520060,CUST-10,2024-06-05,1,SKU-DAZ,4,167746,ZAR
EXT-520060,CUST-10,2024-06-05,2,SKU-CIZ,20,243279,ZAR
EXT-9209,,2024-07-12,1,SKU-QBI,2,1000,ZAR
EXT-520085,CUST-18,2024-07-12,1,SKU-HIY,24,80323,ZAR
EXT-520085,CUST-18,2024-07-12,2,SKU-GEY,15,181184,ZAR
EXT-520085,CUST-18,2024-07-12,3,SKU-CEY,15,241088,ZAR
EXT-520328,CUST-16,2024-06-22,1,SKU-CAX,20,97859,ZAR
EXT-520328,CUST-16,2024-06-22,2,SKU-AEX,1,42099,ZAR
EXT-520157,CUST-18,2024-07-12,1,SKU-FEY,5,64359,ZAR
EXT-520157,CUST-18,2024-07-12,2,SKU-AEZ,18,194715,ZAR
EXT-520157,CUST-18,2024-07-12,3,SKU-EAX,23,119847,ZAR
EXT-520415,CUST-02,2024-07-08,1,SKU-CUX,12,92835,ZAR
EXT-520415,CUST-02,2024-07-08,2,SKU-CEY,22,123350,ZAR
EXT-520415,CUST-02,2024-07-08,3,SKU-EUZ,21,49162,ZAR
EXT-520317,CUST-11,2024-06-27,1,SKU-FIY,21,1560,ZAR
EXT-520317,CUST-11,2024-06-27,2,SKU-EIY,16,47085,ZAR
EXT-520383,CUST-08,2024-07-06,1,SKU-HEX,12,179454,ZAR
EXT-520383,CUST-08,2024-07-06,2,SKU-BOY,16,44994,ZAR
EXT-520383,CUST-08,2024-07-06,3,SKU-FEY,20,143474,ZAR
EXT-3058,CUST-02,2024-07-04,1,SKU-BEY,15,95534,ZAR
EXT-3058,CUST-02,2024-07-04,2,SKU-HUX,14,6183,ZAR
EXT-3058,CUST-02,2024-07-04,3,SKU-EEZ,13,46354,ZAR
EXT-520202,CUST-03,2024-06-03,1,SKU-AUY,18,54379,ZAR
EXT-520202,CUST-03,2024-06-03,2,SKU-FAZ,11,83100,ZAR
EXT-520202,CUST-03,2024-06-03,3,SKU-AUY,6,28657,ZAR
EXT-520303,CUST-12,2024-07-23,1,SKU-HEZ,20,166366,ZAR
EXT-520303,CUST-12,2024-07-23,2,SKU-GIX,21,134515,ZAR
EXT-520303,CUST-12,2024-07-23,3,SKU-CUY,16,69544,ZAR
EXT-520225,CUST-17,2024-07-06,1,SKU-AUX,18,201654,ZAR
EXT-520225,CUST-17,2024-07-06,2,SKU-HIY,20,45544,ZAR
EXT-520352,CUST-15,2024-07-15,1,SKU-GOY,21,157735,ZAR

EXT-520421,CUST-16,2024-07-10,1,SKU-CEY,3,105180,ZAR
EXT-520421,CUST-16,2024-07-10,2,SKU-AOZ,10,40475,ZAR
EXT-3056,CUST-07,2024-06-03,1,SKU-HEX,25,60367,ZAR
EXT-3056,CUST-07,2024-06-03,2,SKU-GOY,11,222277,ZAR
EXT-3001,CUST-12,2024-07-04,1,SKU-HOX,15,104783,ZAR
EXT-3001,CUST-12,2024-07-04,2,SKU-BOY,2,58290,ZAR
EXT-3001,CUST-12,2024-07-04,3,SKU-BAY,13,46754,ZAR
EXT-520076,CUST-02,2024-06-15,1,SKU-HEX,2,215874,ZAR
EXT-520076,CUST-02,2024-06-15,2,SKU-GOZ,8,90333,ZAR
EXT-520080,CUST-20,2024-07-27,1,SKU-DIZ,4,86743,ZAR
EXT-520080,CUST-20,2024-07-27,2,SKU-BOX,3,228034,ZAR
EXT-520080,CUST-20,2024-07-27,3,SKU-EOZ,19,158888,ZAR
EXT-520269,CUST-11,2024-07-16,1,SKU-FAX,2,91693,ZAR
EXT-520269,CUST-11,2024-07-16,2,SKU-EIZ,11,127613,ZAR
EXT-1001,CUST-01,2024-07-10,1,SKU-AAA,2,1299,ZAR
EXT-1001,CUST-01,2024-07-10,2,SKU-BBB,1,4999,ZAR
EXT-520366,CUST-03,2024-06-15,1,SKU-EEZ,12,5346,ZAR
EXT-520369,CUST-17,2024-06-07,1,SKU-BAZ,13,40413,ZAR
EXT-520369,CUST-17,2024-06-07,2,SKU-FIY,18,71307,ZAR
EXT-520369,CUST-17,2024-06-07,3,SKU-AUY,19,244624,ZAR
EXT-520174,CUST-09,2024-06-19,1,SKU-FEY,4,28489,ZAR
EXT-520174,CUST-09,2024-06-19,2,SKU-DUZ,5,53149,ZAR
EXT-520214,CUST-02,2024-06-19,1,SKU-BAX,9,186702,ZAR
