order_external_id,customer_code,order_date,line_no,sku,qty,unit_price_cents,currency
EXT-410278,CUST-02,2024-07-16,1,SKU-BEY,23,23788,ZAR
EXT-410049,CUST-12,2024-06-20,1,SKU-EEY,9,138176,ZAR
EXT-410049,CUST-12,2024-06-20,2,SKU-DUY,24,95313,ZAR
EXT-410015,CUST-02,2024-06-12,1,SKU-FOX,12,196192,ZAR
EXT-410015,CUST-02,2024-06-12,2,SKU-CAX,5,113530,ZAR
EXT-410317,CUST-18,2024-06-18,1,SKU-AUY,11,132133,ZAR
EXT-410317,CUST-18,2024-06-18,2,SKU-EEZ,24,227324,ZAR
EXT-410128,CUST-19,2024-06-21,1,SKU-GEZ,11,140826,ZAR
EXT-410018,CUST-07,2024-07-03,1,SKU-HAZ,5,157496,ZAR
EXT-410018,CUST-07,2024-07-03,2,SKU-AEY,18,122772,ZAR
EXT-410018,CUST-07,2024-07-03,3,SKU-AAZ,7,197794,ZAR
EXT-410399,CUST-18,2024-06-18,1,SKU-EAZ,16,241906,ZAR
EXT-410231,CUST-17,2024-06-26,1,SKU-EUZ,22,124348,ZAR
EXT-410362,CUST-08,2024-07-05,1,SKU-HOY,17,38689,ZAR
EXT-410362,CUST-08,2024-07-05,2,SKU-BEX,12,163388,ZAR
EXT-410362,CUST-08,2024-07-05,3,SKU-FAZ,22,188769,ZAR
EXT-410046,CUST-05,2024-06-18,1,SKU-FEY,17,111156,ZAR
EXT-410145,CUST-19,2024-07-12,1,SKU-BOX,6,64832,ZAR
EXT-410249,CUST-02,2024-06-15,1,SKU-GUY,9,16812,ZAR
EXT-410249,CUST-02,2024-06-15,2,SKU-GAX,16,238382,ZAR
EXT-410346,CUST-07,2024-06-13,1,SKU-HEX,14,208741,ZAR
EXT-410067,CUST-12,2024-06-28,1,SKU-FAX,15,88218,ZAR
EXT-410067,CUST-12,2024-06-28,2,SKU-GUZ,5,72572,ZAR
EXT-410403,CUST-07,2024-07-07,1,SKU-COZ,1,84850,ZAR
EXT-410023,CUST-04,2024-07-28,1,SKU-DOZ,16,167122,ZAR
EXT-410023,CUST-04,2024-07-28,2,SKU-BEX,2,162548,ZAR
EXT-410210,CUST-08,2024-07-09,1,SKU-EOZ,21,225672,ZAR
EXT-410116,CUST-08,2024-07-14,1,SKU-HAZ,14,62858,ZAR
EXT-410218,CUST-10,2024-06-05,1,SKU-FEZ,12,44819,ZAR
EXT-410218,CUST-10,2024-06-05,2,SKU-HEX,1,79633,ZAR
EXT-410270,CUST-17,2024-06-09,1,SKU-BIX,5,219699,ZAR
EXT-410270,CUST-17,2024-06-09,2,SKU-DIX,6,120608,ZAR
EXT-410270,CUST-17,2024-06-09,3,SKU-CAZ,1,26609,ZAR
EXT-410220,CUST-18,2024-07-26,1,SKU-DAZ,13,92869,ZAR
EXT-410117,CUST-10,2024-06-11,1,SKU-DEZ,11,104583,ZAR
EXT-410117,CUST-10,2024-06-11,2,SKU-AUY,23,58577,ZAR
EXT-410020,CUST-03,2024-07-04,1,SKU-CEX,5,27015,ZAR
EXT-410020,CUST-03,2024-07-04,2,SKU-BIX,7,32581,ZAR
EXT-410020,CUST-03,2024-07-04,3,SKU-GIY,22,234479,ZAR
EXT-410048,CUST-03,2024-06-25,1,SKU-BUZ,17,160957,ZAR
EXT-410048,CUST-03,2024-06-25,2,SKU-DAY,7,220816,ZAR
EXT-410048,CUST-03,2024-06-25,3,SKU-FUX,14,221645,ZAR
EXT-410125,CUST-01,2024-07-08,1,SKU-DUZ,24,147246,ZAR
EXT-410125,CUST-01,2024-07-08,2,SKU-BIX,9,65979,ZAR
EXT-1001,CUST-01,2024-07-10,1,SKU-AAA,2,1299,ZAR
EXT-1001,CUST-01,2024-07-10,2,SKU-BBB,1,4999,ZAR
EXT-3059,CUST-08,2024-07-26,1,SKU-BUZ,23,207610,ZAR
EXT-3059,CUST-08,2024-07-26,2,SKU-HEZ,9,60289,ZAR
EXT-410165,CUST-06,2024-07-19,1,SKU-AIY,24,180146,ZAR
EXT-410119,CUST-10,2024-07-17,1,SKU-GIX,25,174356,ZAR
EXT-410119,CUST-10,2024-07-17,2,SKU-GOX,4,106637,ZAR
EXT-410119,CUST-10,2024-07-17,3,SKU-FIY,4,200143,ZAR
EXT-410352,CUST-13,2024-07-26,1,SKU-FUX,23,194629,ZAR
EXT-410352,CUST-13,2024-07-26,2,SKU-CAZ,6,224432,ZAR
EXT-3003,CUST-02,2024-07-12,1,SKU-AIZ,2,150975,ZAR
EXT-3003,CUST-02,2024-07-12,2,SKU-FAY,24,104865,ZAR
EXT-410003,CUST-13,2024-07-20,1,SKU-HIZ,5,142787,ZAR
EXT-410003,CUST-13,2024-07-20,2,SKU-AAZ,21,86528,ZAR
EXT-410129,CUST-18,2024-07-24,1,SKU-AEY,19,71386,ZAR
EXT-410129,CUST-18,2024-07-24,2,SKU-GOX,18,141492,ZAR
EXT-410378,CUST-20,2024-07-02,1,SKU-DAY,3,114385,ZAR
EXT-410378,CUST-20,2024-07-02,2,SKU-GEY,20,51627,ZAR
EXT-410378,CUST-20,2024-07-02,3,SKU-FEX,11,97466,ZAR
EXT-410112,CUST-01,2024-07-23,1,SKU-CAY,3,65579,ZAR
EXT-410112,CUST-01,2024-07-23,2,SKU-BAY,11,8491,ZAR
EXT-410004,CUST-01,2024-07-14,1,SKU-EEZ,11,244337,ZAR
EXT-410031,CUST-07,2024-07-03,1,SKU-COX,21,87621,ZAR
EXT-410031,CUST-07,2024-07-03,2,SKU-CAY,12,30294,ZAR
EXT-410076,CUST-09,2024-06-07,1,SKU-EOZ,1,124071,ZAR
EXT-410076,CUST-09,2024-06-07,2,SKU-AUY,13,131784,ZAR
EXT-410072,CUST-14,2024-06-06,1,SKU-AEZ,20,144192,ZAR
EXT-410072,CUST-14,2024-06-06,2,SKU-GOX,25,21239,ZAR
EXT-410072,CUST-14,2024-06-06,3,SKU-DEY,23,40121,ZAR
EXT-410000,CUST-15,2024-07-04,1,SKU-AOX,4,96301,ZAR
EXT-410000,CUST-15,2024-07-04,2,SKU-CAX,1,194683,ZAR
EXT-9101,CUST-10,2024-07-11,1,SKU-QAA,abc,1000,ZAR
EXT-410204,CUST-04,2024-06-24,1,SKU-HEX,21,100827,ZAR
EXT-410204,CUST-04,2024-06-24,2,SKU-GIZ,17,56923,ZAR
EXT-410204,CUST-04,2024-06-24,3,SKU-FOX,7,124862,ZAR
EXT-410113,CUST-17,2024-07-21,1,SKU-FIY,15,89198,ZAR
EXT-410113,CUST-17,2024-07-21,2,SKU-GIY,11,6497,ZAR
EXT-410250,CUST-01,2024-07-25,1,SKU-DEX,14,63141,ZAR
EXT-410098,CUST-08,2024-06-21,1,SKU-AUX,3,226031,ZAR
EXT-410098,CUST-08,2024-06-21,2,SKU-CUX,7,106163,ZAR
EXT-410127,CUST-11,2024-07-11,1,SKU-HOY,3,76190,ZAR
EXT-410127,CUST-11,2024-07-11,2,SKU-FOY,9,144646,ZAR
EXT-410127,CUST-11,2024-07-11,3,SKU-GUY,12,91010,ZAR
EXT-410237,CUST-11,2024-07-03,1,SKU-AOY,21,185888,ZAR
EXT-410289,CUST-20,2024-07-26,1,SKU-BOY,10,91901,ZAR
EXT-410289,CUST-20,2024-07-26,2,SKU-DEX,7,164240,ZAR
EXT-410289,CUST-20,2024-07-26,3,SKU-GOZ,23,182938,ZAR
EXT-410228,CUST-04,2024-06-07,1,SKU-AIY,6,131082,ZAR
EXT-410228,CUST-04,2024-06-07,2,SKU-GAX,22,144954,ZAR
EXT-410228,CUST-04,2024-06-07,3,SKU-GIZ,7,139491,ZAR
EXT-410295,CUST-08,2024-07-11,1,SKU-CIX,5,60767,ZAR
EXT-410107,CUST-07,2024-07-25,1,SKU-CIX,2,36088,ZAR
EXT-410307,CUST-07,2024-06-10,1,SKU-GEZ,19,224224,ZAR
EXT-410307,CUST-07,2024-06-10,2,SKU-GEZ,6,95235,ZAR
EXT-410307,CUST-07,2024-06-10,3,SKU-EEX,19,35940,ZAR
EXT-410203,CUST-05,2024-06-25,1,SKU-DOY,24,45451,ZAR
EXT-410036,CUST-02,2024-07-27,1,SKU-EAZ,22,98185,ZAR
EXT-410036,CUST-02,2024-07-27,2,SKU-HEX,19,22897,ZAR
EXT-410108,CUST-15,2024-07-20,1,SKU-CUX,7,9011,ZAR
EXT-410108,CUST-15,2024-07-20,2,SKU-GEX,6,127680,ZAR
EXT-410056,CUST-03,2024-06-25,1,SKU-CEX,13,62388,ZAR
EXT-410056,CUST-03,2024-06-25,2,SKU-BOY,19,161149,ZAR
EXT-410056,CUST-03,2024-06-25,3,SKU-HIZ,18,184073,ZAR
EXT-1007,CUST-01,2024-07-09,1,SKU-LLL,4,1250,ZAR
EXT-410163,CUST-09,2024-07-10,1,SKU-AUY,12,115292,ZAR
EXT-410163,CUST-09,2024-07-10,2,SKU-CIZ,18,32230,ZAR
EXT-410163,CUST-09,2024-07-10,3,SKU-EAX,21,76022,ZAR
EXT-410081,CUST-03,2024-07-19,1,SKU-EOZ,16,2725,ZAR
EXT-410081,CUST-03,2024-07-19,2,SKU-HOY,9,102694,ZAR
EXT-410081,CUST-03,2024-07-19,3,SKU-HIY,22,7775,ZAR
EXT-410093,CUST-15,2024-07-25,1,SKU-HIY,24,241398,ZAR
EXT-410093,CUST-15,2024-07-25,2,SKU-AEY,18,214593,ZAR
EXT-410093,CUST-15,2024-07-25,3,SKU-HUY,4,150346,ZAR
EXT-410147,CUST-14,2024-06-10,1,SKU-GEY,7,145716,ZAR
EXT-410147,CUST-14,2024-06-10,2,SKU-FIZ,15,43379,ZAR
EXT-410195,CUST-06,2024-06-07,1,SKU-AAY,15,62251,ZAR
EXT-410195,CUST-06,2024-06-07,2,SKU-DAZ,5,87140,ZAR
EXT-410195,CUST-06,2024-06-07,3,SKU-BEZ,19,224838,ZAR
EXT-410190,CUST-20,2024-07-16,1,SKU-FUZ,21,59406,ZAR
EXT-410182,CUST-07,2024-07-09,1,SKU-EOZ,16,96197,ZAR
EXT-410339,CUST-04,2024-07-04,1,SKU-AOX,3,96506,ZAR
EXT-410339,CUST-04,2024-07-04,2,SKU-AEX,6,69272,ZAR
EXT-410335,CUST-10,2024-07-01,1,SKU-BEX,1,116841,ZAR
EXT-410335,CUST-10,2024-07-01,2,SKU-EEZ,5,78985,ZAR
EXT-410176,CUST-12,2024-06-04,1,SKU-HOZ,14,193476,ZAR
EXT-410176,CUST-12,2024-06-04,2,SKU-BIY,18,76257,ZAR
EXT-410176,CUST-12,2024-06-04,3,SKU-HAY,5,200207,ZAR
EXT-410375,CUST-19,2024-07-14,1,SKU-DOZ,19,31250,ZAR
EXT-410375,CUST-19,2024-07-14,2,SKU-AOY,20,140437,ZAR
EXT-410375,CUST-19,2024-07-14,3,SKU-FAX,12,230398,ZAR
EXT-410097,CUST-02,2024-07-24,1,SKU-GOX,3,173850,ZAR
EXT-410097,CUST-02,2024-07-24,2,SKU-FEY,5,56494,ZAR
EXT-410349,CUST-03,2024-06-13,1,SKU-CAY,3,131589,ZAR
EXT-410349,CUST-03,2024-06-13,2,SKU-GEY,12,104648,ZAR
EXT-410175,CUST-01,2024-06-07,1,SKU-AAY,10,168485,ZAR
EXT-1006,CUST-06,2024-07-08,1,SKU-KKK,3,750,ZAR
EXT-410061,CUST-10,2024-07-04,1,SKU-EEY,18,97021,ZAR
EXT-410329,CUST-07,2024-06-12,1,SKU-AOY,13,94401,ZAR
EXT-410096,CUST-19,2024-07-04,1,SKU-FAZ,7,114534,ZAR
EXT-410096,CUST-19,2024-07-04,2,SKU-BIZ,23,239395,ZAR
EXT-410083,CUST-11,2024-06-27,1,SKU-HOZ,17,93853,ZAR
