order_external_id,customer_code,order_date,line_no,sku,qty,unit_price_cents,currency
EXT-630332,CUST-05,2024-06-01,1,SKU-AOX,10,32798,ZAR
EXT-630332,CUST-05,2024-06-01,2,SKU-GOX,11,192167,ZAR
EXT-630332,CUST-05,2024-06-01,3,SKU-FIY,17,63017,ZAR
EXT-630056,CUST-19,2024-06-21,1,SKU-FUX,4,192612,ZAR
EXT-630056,CUST-19,2024-06-21,2,SKU-GOY,23,108922,ZAR
EXT-630359,CUST-05,2024-06-20,1,SKU-BUY,21,158700,ZAR
EXT-630359,CUST-05,2024-06-20,2,SKU-FUX,4,95374,ZAR
EXT-630359,CUST-05,2024-06-20,3,SKU-DAX,25,65742,ZAR
EXT-630163,CUST-15,2024-07-13,1,SKU-DEY,3,75055,ZAR
EXT-630163,CUST-15,2024-07-13,2,SKU-BIY,16,76702,ZAR
EXT-630041,CUST-17,2024-07-26,1,SKU-CEZ,25,152468,ZAR
EXT-630041,CUST-17,2024-07-26,2,SKU-BUX,20,61309,ZAR
EXT-630041,CUST-17,2024-07-26,3,SKU-HAZ,11,95771,ZAR
EXT-630393,CUST-02,2024-06-21,1,SKU-BAX,10,135740,ZAR
EXT-630272,CUST-17,2024-07-16,1,SKU-AUY,13,205047,ZAR
EXT-630272,CUST-17,2024-07-16,2,SKU-GUX,8,6703,ZAR
EXT-630423,CUST-17,2024-07-04,1,SKU-AEX,11,113608,ZAR
EXT-630423,CUST-17,2024-07-04,2,SKU-BOZ,19,133797,ZAR
EXT-630423,CUST-17,2024-07-04,3,SKU-GOX,4,207577,ZAR
EXT-630233,CUST-20,2024-07-16,1,SKU-AAZ,11,146093,ZAR
EXT-1009,CUST-03,2024-07-12,1,SKU-PPP,3,3300,ZAR
EXT-630320,CUST-18,2024-07-15,1,SKU-EIY,8,200225,ZAR
EXT-630316,CUST-06,2024-07-22,1,SKU-BIZ,18,224154,ZAR
EXT-630007,CUST-02,2024-07-05,1,SKU-GIX,2,214160,ZAR
EXT-630469,CUST-10,2024-07-21,1,SKU-GEY,20,33058,ZAR
EXT-630469,CUST-10,2024-07-21,2,SKU-HEY,6,248117,ZAR
EXT-630469,CUST-10,2024-07-21,3,SKU-DEY,4,58019,ZAR
EXT-630044,CUST-03,2024-07-27,1,SKU-AIX,8,123513,ZAR
EXT-630044,CUST-03,2024-07-27,2,SKU-DAX,7,188652,ZAR
EXT-630418,CUST-17,2024-06-13,1,SKU-EIX,18,214898,ZAR
EXT-630418,CUST-17,2024-06-13,2,SKU-AUX,5,133267,ZAR
EXT-630253,CUST-17,2024-07-24,1,SKU-BUZ,5,38651,ZAR
EXT-630253,CUST-17,2024-07-24,2,SKU-FUX,3,223791,ZAR
EXT-630253,CUST-17,2024-07-24,3,SKU-DAZ,7,56393,ZAR
EXT-630081,CUST-15,2024-07-11,1,SKU-HIX,24,192979,ZAR
EXT-630299,CUST-11,2024-07-14,1,SKU-DIZ,25,127301,ZAR
EXT-630126,CUST-16,2024-07-08,1,SKU-BAX,12,135055,ZAR
EXT-630211,CUST-02,2024-06-04,1,SKU-GOZ,19,5349,ZAR
EXT-630382,CUST-07,2024-06-04,1,SKU-FOY,17,248284,ZAR
EXT-630382,CUST-07,2024-06-04,2,SKU-FOX,13,123857,ZAR
EXT-630010,CUST-08,2024-07-01,1,SKU-BAX,20,170720,ZAR
EXT-630010,CUST-08,2024-07-01,2,SKU-AIZ,11,183441,ZAR
EXT-630095,CUST-13,2024-07-24,1,SKU-COX,6,184937,ZAR
EXT-630095,CUST-13,2024-07-24,2,SKU-EUX,4,222569,ZAR
EXT-630095,CUST-13,2024-07-24,3,SKU-HEY,8,143387,ZAR
EXT-630461,CUST-01,2024-07-13,1,SKU-DIZ,15,135624,ZAR
EXT-630307,CUST-06,2024-07-10,1,SKU-HOX,3,904,ZAR
EXT-630307,CUST-06,2024-07-10,2,SKU-GOY,2,124495,ZAR
EXT-630307,CUST-06,2024-07-10,3,SKU-BUX,3,113728,ZAR
EXT-630319,CUST-13,2024-07-17,1,SKU-HIX,19,66952,ZAR
EXT-630319,CUST-13,2024-07-17,2,SKU-HAX,8,167652,ZAR
EXT-630319,CUST-13,2024-07-17,3,SKU-HOZ,11,37628,ZAR
EXT-630161,CUST-17,2024-06-02,1,SKU-AEZ,9,93715,ZAR
EXT-630251,CUST-09,2024-07-15,1,SKU-BIY,11,207508,ZAR
EXT-630231,CUST-12,2024-06-02,1,SKU-HAZ,21,242809,ZAR
EXT-630231,CUST-12,2024-06-02,2,SKU-BIZ,4,209500,ZAR
EXT-630046,CUST-13,2024-06-21,1,SKU-HOX,22,141611,ZAR
EXT-630457,CUST-14,2024-07-20,1,SKU-HAZ,15,167287,ZAR
EXT-630457,CUST-14,2024-07-20,2,SKU-DOY,6,175094,ZAR
EXT-630457,CUST-14,2024-07-20,3,SKU-GUX,10,22260,ZAR
EXT-630414,CUST-14,2024-06-13,1,SKU-BIZ,14,83385,ZAR
EXT-630264,CUST-12,2024-06-18,1,SKU-FOX,23,121720,ZAR
EXT-630264,CUST-12,2024-06-18,2,SKU-COX,12,152060,ZAR
EXT-630264,CUST-12,2024-06-18,3,SKU-FAZ,11,67780,ZAR
EXT-630292,CUST-05,2024-06-17,1,SKU-EAY,4,182455,ZAR
EXT-630208,CUST-06,2024-06-26,1,SKU-GUY,7,14572,ZAR
EXT-630208,CUST-06,2024-06-26,2,SKU-HOZ,20,114411,ZAR
EXT-630269,CUST-12,2024-06-12,1,SKU-DIX,11,185073,ZAR
EXT-630136,CUST-09,2024-06-17,1,SKU-BUY,22,131599,ZAR
EXT-630061,CUST-04,2024-06-17,1,SKU-AUX,9,196498,ZAR
EXT-630456,CUST-12,2024-06-24,1,SKU-EEZ,6,32183,ZAR
EXT-630456,CUST-12,2024-06-24,2,SKU-BUY,1,38100,ZAR
EXT-630455,CUST-18,2024-06-22,1,SKU-DEY,2,40466,ZAR
EXT-630455,CUST-18,2024-06-22,2,SKU-DUY,9,41242,ZAR
EXT-630255,CUST-03,2024-06-11,1,SKU-GUY,19,154788,ZAR
EXT-630471,CUST-09,2024-07-25,1,SKU-AEY,3,100344,ZAR
EXT-630471,CUST-09,2024-07-25,2,SKU-BIX,12,64035,ZAR
EXT-630140,CUST-04,2024-07-23,1,SKU-GUX,17,2157,ZAR
EXT-630140,CUST-04,2024-07-23,2,SKU-BAY,1,201560,ZAR
EXT-630140,CUST-04,2024-07-23,3,SKU-BIY,20,10440,ZAR
EXT-630296,CUST-07,2024-06-04,1,SKU-HUZ,8,197506,ZAR
EXT-630296,CUST-07,2024-06-04,2,SKU-AOZ,5,195745,ZAR
EXT-630188,CUST-05,2024-06-08,1,SKU-HIY,7,107930,ZAR
EXT-630314,CUST-12,2024-07-05,1,SKU-BOZ,8,230940,ZAR
EXT-630040,CUST-17,2024-06-05,1,SKU-DIY,2,63417,ZAR
EXT-630040,CUST-17,2024-06-05,2,SKU-CAY,22,221597,ZAR
EXT-630278,CUST-16,2024-07-07,1,SKU-HOX,22,111474,ZAR
EXT-630179,CUST-04,2024-06-26,1,SKU-GEY,12,211609,ZAR
EXT-630179,CUST-04,2024-06-26,2,SKU-EUX,25,85359,ZAR
EXT-630179,CUST-04,2024-06-26,3,SKU-AAX,20,94888,ZAR
EXT-630372,CUST-03,2024-07-24,1,SKU-EOX,19,117790,ZAR
EXT-630372,CUST-03,2024-07-24,2,SKU-AUZ,10,61075,ZAR
EXT-630372,CUST-03,2024-07-24,3,SKU-DUZ,15,202724,ZAR
EXT-630287,CUST-19,2024-06-01,1,SKU-GAX,9,207264,ZAR
EXT-630287,CUST-19,2024-06-01,2,SKU-AEZ,4,131426,ZAR
EXT-630287,CUST-19,2024-06-01,3,SKU-AIY,12,54680,ZAR
EXT-630169,CUST-19,2024-07-23,1,SKU-BUY,20,190572,ZAR
EXT-630169,CUST-19,2024-07-23,2,SKU-FAX,3,136050,ZAR
EXT-630169,CUST-19,2024-07-23,3,SKU-DUX,17,138813,ZAR
EXT-630308,CUST-13,2024-07-22,1,SKU-DAX,1,102065,ZAR
EXT-630308,CUST-13,2024-07-22,2,SKU-CEY,1,64512,ZAR
EXT-630308,CUST-13,2024-07-22,3,SKU-EOY,15,67398,ZAR
EXT-630151,CUST-10,2024-06-18,1,SKU-HEX,17,15263,ZAR
EXT-630151,CUST-10,2024-06-18,2,SKU-GIY,1,184443,ZAR
EXT-630151,CUST-10,2024-06-18,3,SKU-DEZ,7,222826,ZAR
EXT-630323,CUST-11,2024-07-25,1,SKU-BOY,14,184439,ZAR
EXT-630323,CUST-11,2024-07-25,2,SKU-FUZ,13,2189,ZAR
EXT-630412,CUST-13,2024-06-16,1,SKU-CAY,13,223283,ZAR
EXT-630412,CUST-13,2024-06-16,2,SKU-FEY,6,2767,ZAR
EXT-630412,CUST-13,2024-06-16,3,SKU-FIZ,11,170092,ZAR
EXT-1003,CUST-03,2024-07-05,1,SKU-DDD,1,17000,ZAR
EXT-630230,CUST-12,2024-07-01,1,SKU-GUY,17,187359,ZAR
EXT-630230,CUST-12,2024-07-01,2,SKU-GIZ,5,160653,ZAR
EXT-630189,CUST-09,2024-06-06,1,SKU-FEZ,25,21905,ZAR
EXT-630189,CUST-09,2024-06-06,2,SKU-HIY,5,234778,ZAR
EXT-630189,CUST-09,2024-06-06,3,SKU-CAY,11,21302,ZAR
EXT-630328,CUST-11,2024-07-08,1,SKU-CAZ,5,63174,ZAR
EXT-630042,CUST-16,2024-07-15,1,SKU-AOZ,6,199310,ZAR
EXT-630042,CUST-16,2024-07-15,2,SKU-BUZ,14,220331,ZAR
EXT-630042,CUST-16,2024-07-15,3,SKU-AAY,5,158014,ZAR
EXT-630434,CUST-13,2024-06-21,1,SKU-HIX,16,88553,ZAR
EXT-630018,CUST-06,2024-07-28,1,SKU-GIX,2,100416,ZAR
EXT-630018,CUST-06,2024-07-28,2,SKU-HIX,8,44316,ZAR
EXT-630018,CUST-06,2024-07-28,3,SKU-HEZ,2,78765,ZAR
EXT-630283,CUST-02,2024-07-20,1,SKU-GEZ,14,75798,ZAR
EXT-630283,CUST-02,2024-07-20,2,SKU-DOY,20,40066,ZAR
EXT-630234,CUST-04,2024-06-14,1,SKU-EAZ,15,108419,ZAR
EXT-630234,CUST-04,2024-06-14,2,SKU-EIX,13,74339,ZAR
EXT-630424,CUST-03,2024-07-09,1,SKU-HOX,9,38262,ZAR
EXT-630124,CUST-14,2024-06-22,1,SKU-DUY,3,80549,ZAR
EXT-630124,CUST-14,2024-06-22,2,SKU-CAY,12,149676,ZAR
EXT-630124,CUST-14,2024-06-22,3,SKU-GOX,22,75613,ZAR
EXT-630093,CUST-19,2024-06-18,1,SKU-COY,25,124529,ZAR
EXT-630360,CUST-07,2024-07-01,1,SKU-FOZ,1,113709,ZAR
EXT-630360,CUST-07,2024-07-01,2,SKU-FEZ,12,177693,ZAR
EXT-630360,CUST-07,2024-07-01,3,SKU-DAZ,18,242038,ZAR
EXT-630024,CUST-01,2024-06-04,1,SKU-GAZ,17,234149,ZAR
EXT-630024,CUST-01,2024-06-04,2,SKU-BOY,13,67156,ZAR
EXT-630388,CUST-07,2024-07-23,1,SKU-COX,24,59620,ZAR
EXT-3003,CUST-02,2024-07-12,1,SKU-AIZ,2,150975,ZAR
EXT-3003,CUST-02,2024-07-12,2,SKU-FAY,24,104865,ZAR
EXT-630048,CUST-12,2024-07-02,1,SKU-HAX,23,199066,ZAR
EXT-630048,CUST-12,2024-07-02,2,SKU-EIZ,19,40613,ZAR
EXT-630048,CUST-12,2024-07-02,3,SKU-AOZ,2,180406,ZAR
EXT-630252,CUST-07,2024-06-13,1,SKU-DIY,16,155718,ZAR
EXT-630252,CUST-07,2024-06-13,2,SKU-BUX,19,18044,ZAR
EXT-630088,CUST-06,2024-07-26,1,SKU-GAX,3,33950,ZAR
EXT-630088,CUST-06,2024-07-26,2,SKU-HUZ,18,146208,ZAR
EXT-630262,CUST-19,2024-06-25,1,SKU-DAX,10,26907,ZAR
EXT-630262,CUST-19,2024-06-25,2,SKU-FAX,15,231100,ZAR
EXT-630262,CUST-19,2024-06-25,3,SKU-EIX,12,70167,ZAR
EXT-630073,CUST-12,2024-06-24,1,SKU-BEX,3,216954,ZAR
EXT-630154,CUST-10,2024-06-13,1,SKU-HOX,5,15969,ZAR
EXT-630154,CUST-10,2024-06-13,2,SKU-FEX,25,215057,ZAR
EXT-630132,CUST-14,2024-06-04,1,SKU-BUX,8,239546,ZAR
EXT-630132,CUST-14,2024-06-04,2,SKU-EUZ,21,120516,ZAR
EXT-630173,CUST-02,2024-06-16,1,SKU-AIZ,25,191191,ZAR
EXT-630173,CUST-02,2024-06-16,2,SKU-EIZ,3,92476,ZAR
EXT-630173,CUST-02,2024-06-16,3,SKU-EIX,9,87939,ZAR
EXT-630070,CUST-02,2024-06-15,1,SKU-HOX,6,215001,ZAR
EXT-630070,CUST-02,2024-06-15,2,SKU-BIX,11,222733,ZAR
EXT-630070,CUST-02,2024-06-15,3,SKU-GIY,14,247937,ZAR
EXT-630193,CUST-18,2024-06-28,1,SKU-DAY,18,123688,ZAR
EXT-630116,CUST-14,2024-07-16,1,SKU-DIY,13,108223,ZAR
EXT-630116,CUST-14,2024-07-16,2,SKU-DIY,16,11114,ZAR
EXT-630036,CUST-02,2024-07-11,1,SKU-FAX,7,144054,ZAR
EXT-630036,CUST-02,2024-07-11,2,SKU-FOY,1,95372,ZAR
EXT-630217,CUST-17,2024-07-16,1,SKU-FUY,18,58346,ZAR
EXT-630217,CUST-17,2024-07-16,2,SKU-EOX,5,167551,ZAR
EXT-630477,CUST-16,2024-07-22,1,SKU-GAY,9,87284,ZAR
EXT-630427,CUST-09,2024-06-28,1,SKU-BEX,9,19065,ZAR
EXT-630427,CUST-09,2024-06-28,2,SKU-AUY,21,225201,ZAR
EXT-630427,CUST-09,2024-06-28,3,SKU-FAY,23,103050,ZAR
EXT-630441,CUST-17,2024-07-14,1,SKU-BEY,12,240689,ZAR
EXT-630286,CUST-04,2024-07-11,1,SKU-DIY,14,94178,ZAR
EXT-630369,CUST-02,2024-06-04,1,SKU-BUZ,24,116095,ZAR
EXT-630369,CUST-02,2024-06-04,2,SKU-HIY,5,92012,ZAR
EXT-9308,CUST-12,2024-07-13,x,SKU-QCH,2,1000,ZAR
EXT-630218,CUST-14,2024-07-01,1,SKU-AOX,7,96954,ZAR
EXT-630218,CUST-14,2024-07-01,2,SKU-FOX,24,50909,ZAR
EXT-630218,CUST-14,2024-07-01,3,SKU-AEZ,12,152995,ZAR
EXT-630317,CUST-01,2024-07-14,1,SKU-EIZ,5,179708,ZAR
EXT-630279,CUST-08,2024-07-24,1,SKU-CUY,1,158880,ZAR
EXT-630279,CUST-08,2024-07-24,2,SKU-DIY,17,243443,ZAR
EXT-630026,CUST-03,2024-07-27,1,SKU-GOZ,8,2900,ZAR
EXT-630026,CUST-03,2024-07-27,2,SKU-EUZ,13,226429,ZAR
EXT-630026,CUST-03,2024-07-27,3,SKU-COZ,17,173189,ZAR
EXT-630331,CUST-10,2024-07-15,1,SKU-GAZ,10,214779,ZAR
EXT-630331,CUST-10,2024-07-15,2,SKU-BUX,2,220638,ZAR
EXT-630331,CUST-10,2024-07-15,3,SKU-AUY,25,168409,ZAR
EXT-9312,CUST-12,2024-07-13,1
EXT-630062,CUST-11,2024-07-12,1,SKU-AUZ,11,73390,ZAR
EXT-630249,CUST-15,2024-06-02,1,SKU-AAY,21,211451,ZAR
EXT-630249,CUST-15,2024-06-02,2,SKU-HEY,22,78839,ZAR
EXT-630249,CUST-15,2024-06-02,3,SKU-BAX,14,135894,ZAR
EXT-630096,CUST-10,2024-06-20,1,SKU-FEZ,24,237278,ZAR
EXT-630096,CUST-10,2024-06-20,2,SKU-DUY,3,69861,ZAR
EXT-630133,CUST-07,2024-07-09,1,SKU-COZ,12,150058,ZAR
EXT-630466,CUST-18,2024-07-02,1,SKU-HEZ,4,6781,ZAR
EXT-630415,CUST-14,2024-07-24,1,SKU-DAY,2,167660,ZAR
EXT-630415,CUST-14,2024-07-24,2,SKU-CIX,2,79468,ZAR
EXT-630250,CUST-11,2024-07-01,1,SKU-BAZ,12,243661,ZAR
EXT-630374,CUST-12,2024-07-20,1,SKU-EOZ,18,160808,ZAR
EXT-630374,CUST-12,2024-07-20,2,SKU-FAZ,4,32866,ZAR
EXT-630374,CUST-12,2024-07-20,3,SKU-HIZ,18,209264,ZAR
EXT-630174,CUST-06,2024-07-19,1,SKU-GIZ,10,219418,ZAR
EXT-630174,CUST-06,2024-07-19,2,SKU-AUX,19,2561,ZAR
EXT-630174,CUST-06,2024-07-19,3,SKU-EEY,1,9768,ZAR
EXT-630391,CUST-15,2024-07-18,1,SKU-DUX,17,184320,ZAR
EXT-630391,CUST-15,2024-07-18,2,SKU-HOX,4,167507,ZAR
EXT-630391,CUST-15,2024-07-18,3,SKU-AAX,14,189120,ZAR
EXT-630214,CUST-11,2024-06-09,1,SKU-BOZ,23,207892,ZAR
EXT-630214,CUST-11,2024-06-09,2,SKU-HEZ,12,201169,ZAR
EXT-630214,CUST-11,2024-06-09,3,SKU-FAX,19,119462,ZAR
EXT-630452,CUST-14,2024-06-15,1,SKU-HUY,8,92716,ZAR
EXT-630357,CUST-03,2024-07-18,1,SKU-FAZ,3,197157,ZAR
EXT-630357,CUST-03,2024-07-18,2,SKU-GOZ,3,20783,ZAR
EXT-630357,CUST-03,2024-07-18,3,SKU-HEZ,11,202619,ZAR
EXT-9307,CUST-12,2024-07-13,1,SKU-QCG,-9,1000,ZAR
EXT-630131,CUST-07,2024-06-03,1,SKU-CUX,8,34675,ZAR
EXT-630131,CUST-07,2024-06-03,2,SKU-AOX,12,76788,ZAR
